assay_id,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_tissue,assay_cell_type,assay_subcellular_fraction,tid,relationship_type,confidence_score,curated_by,src_id,src_assay_id,chembl_id,cell_id,bao_format,tissue_id,variant_id,aidx
838876,64840,TP_TRANSPORTER: Northern blot from primary hepatocytes,F,In vitro,,Rattus norvegicus,10116.0,Sprague-Dawley,,Hepatocyte,,104615,D,9,Autocuration,18,3309,CHEMBL2078279,401.0,BAO_0000219,,,CLD0
70465,5201,45% inhibition of FGF-2 binding to heparin-albumin by ELISA at 10e6 ng/mL (no data),B,,,,,,,,,11729,H,8,Expert,1,,CHEMBL676956,,BAO_0000357,,,CLD0
165227,9742,Effect on in vivo accumulation of DOPA was measured in rat limbic system at 25(Micromol/kg) dose,F,,,Rattus norvegicus,10116.0,,Limbic system,,,50597,N,1,Intermediate,1,,CHEMBL771499,,BAO_0000218,349.0,,CLD0
60557,11884,Displacement of [3H]U-86170 from human D2-dopamine receptor expressed in CHO K1 cells,B,,,Homo sapiens,9606.0,,,CHO,,72,D,9,Expert,1,,CHEMBL670667,449.0,BAO_0000219,,,CLD0
1459381,90591,Correction of defective trafficking of human deltaF508 mutant CFTR protein expressed in FRT epithelial cells coexpressing YFP-H148Q/I152L protein assessed as iodide influx for 16 to 20 hrs by fluorescence assay,B,,,Homo sapiens,9606.0,,,Epithelial cell,,11540,D,9,Autocuration,1,700963,CHEMBL3368026,617.0,BAO_0000219,,,CLD0
972577,74300,Solubility of the compound at pH 7.4,P,,,,,,,,,22229,U,0,Autocuration,1,586665,CHEMBL2410399,,BAO_0000100,,,CLD0
500002,47186,Effect on WIN-55212-2-induced locomotor activity in Swiss albino mouse assessed as number of square crossed at 3 mg/kg po up to 300 seconds (RbV=20.67 +/- 3.38 squares),F,,,Mus musculus,10090.0,Swiss albino,,,,50594,N,1,Autocuration,1,,CHEMBL1022914,,BAO_0000218,,,CLD0
423975,34851,Antiproliferative activity against human T-47D cells,F,,,Homo sapiens,9606.0,,,T47D,,80712,N,1,Autocuration,1,,CHEMBL913588,594.0,BAO_0000219,,,CLD0
842116,64877,Inhibition of CK1delta,B,,,,,,,,,10368,H,8,Autocuration,1,470023,CHEMBL2091533,,BAO_0000357,,,CLD0
550080,40046,"Metabolic stability in Sprague-Dawley rat assessed as urinary excretion of unchanged drug level at 200 mg/kg, po after 0 to 4 hrs by HPLC",A,,,Rattus norvegicus,10116.0,Sprague-Dawley,Urine,,,50597,N,1,Autocuration,1,,CHEMBL1003414,,BAO_0000218,1088.0,,CLD0
550568,39632,Growth inhibition of human MCF7 cells after 48 hrs by SRB assay,F,,,Homo sapiens,9606.0,,,MCF7,,80224,N,1,Autocuration,1,,CHEMBL996500,491.0,BAO_0000219,,,CLD0
988700,75094,Cytotoxicity against human THP1 cells after 24 hrs by MTT assay,F,,,Homo sapiens,9606.0,,,THP-1,,80548,N,1,Autocuration,1,599112,CHEMBL2438971,559.0,BAO_0000219,,,CLD0
715672,55251,Cytotoxicity against human CNXF 498NL cells at 0.001 ug/ml relative to control,F,,,Homo sapiens,9606.0,,,CNXF 498NL,,22221,N,1,Autocuration,1,,CHEMBL1663637,,BAO_0000219,,,CLD0
744045,57340,Induction of CYP26A1 mRNA expression in human SH-SY5Y cells at 1 uM after 72 hrs by RT-PCR analysis,F,,,Homo sapiens,9606.0,,,SH-SY5Y,,80471,N,1,Autocuration,1,372646,CHEMBL1768150,749.0,BAO_0000219,,,CLD0
583482,48143,Inhibition of phagocytosis of FITC-conjugated Escherichia coli K12 in human THP1 cells using trypan blue staining after 60 mins by flow cytometry,F,,,Homo sapiens,9606.0,,,THP-1,,80548,N,1,Autocuration,1,,CHEMBL1057384,559.0,BAO_0000219,,,CLD0
819779,62024,Lymphopenic activity in mouse assessed as reduction in blood lymphocytes at 1 mg/kg after 24 hrs relative to control,F,,,Mus musculus,10090.0,,Blood,,,50594,N,1,Autocuration,1,450152,CHEMBL2034291,,BAO_0000218,178.0,,CLD0
1543108,97420,Cytotoxicity against human HepG2 cells assessed as inhibition of cell proliferation at 0.5 to 50 uM after 48 hrs in presence of dipyridamole by MTT assay,F,,,Homo sapiens,9606.0,,,HepG2,,81020,N,1,Autocuration,1,788410,CHEMBL3744438,726.0,BAO_0000219,,,CLD0
859484,65852,"Anticerebral ischemic activity in Sprague-Dawley rat middle cerebral artery occlusion model assessed as reduction of water content in brain at 80 mg/kg, ig for 7 consecutive days",F,,,Rattus norvegicus,10116.0,Sprague-Dawley,Middle cerebral artery,,,50597,N,1,Autocuration,1,482864,CHEMBL2167737,,BAO_0000218,1627.0,,CLD0
500692,47201,Inhibition of CYP3A4,A,,,,,,,,,17045,H,8,Intermediate,1,,CHEMBL966908,,BAO_0000357,,,CLD0
571449,47345,Displacement of [3H]quisqualic acid from human recombinant mGluR5 expressed in BHK cells by radioligand binding assay,B,In vitro,,Homo sapiens,9606.0,,,BHK,,11280,D,9,Intermediate,1,,CHEMBL1032760,,BAO_0000219,,,CLD0
443035,36442,Displacement of 2[125I]iodomelatonin from recombinant human MT1 receptor expressed in NIH 3T3 cells,B,,,Homo sapiens,9606.0,,,NIH3T3,,11084,D,9,Expert,1,,CHEMBL892166,723.0,BAO_0000219,,,CLD0
1506875,92922,"Antileishmanial activity against Leishmania donovani infected in visceral leishmaniasis BALB/c mouse model assessed as reduction of liver parasitemia at 10 mg/kg/day, ip administered for 5 days",F,,,Leishmania donovani,5661.0,,Liver,,,50459,N,1,Autocuration,1,758859,CHEMBL3599320,,BAO_0000218,2107.0,,CLD0
701973,54813,"Mean residence time in cynomolgus monkey at 1 mg/kg, iv or 5 mg/kg, po",A,In vivo,,Macaca fascicularis,9541.0,,,,,100710,N,1,Autocuration,1,,CHEMBL1657545,,BAO_0000218,,,CLD0
146060,9600,"Antagonistic activity against Opioid receptor delta 1 using [D-Ala2,D-Leu5]enkephalin in mouse vas deferens preparation",F,,,,,,,,,10315,H,8,Autocuration,1,,CHEMBL753252,,BAO_0000019,,,CLD0
3767,17319,Binding affinity at rat 5-hydroxytryptamine 7 receptor.,B,,,,,,,,,11923,H,8,Expert,1,,CHEMBL620766,,BAO_0000357,,,CLD0
1494322,91927,"Ratio of Cmax to Cmin in P-gp-knockout Sprague-Dawley rat at 2 mg/kg, iv",A,,,Rattus norvegicus,10116.0,Sprague-Dawley,,,,50597,N,1,Autocuration,1,642156,CHEMBL3527849,,BAO_0000218,,,CLD0
1367476,84092,Induction of cell cycle arrest in human U937 cells assessed as accumulation at subG1 phase at IC50 concentration measured after 24 hrs by propidium iodide staining based flow cytometry,F,,,Homo sapiens,9606.0,,,U-937,,80566,N,1,Autocuration,1,688599,CHEMBL3300929,379.0,BAO_0000219,,,CLD0
321165,30228,Inhibitory concentration against dopamine receptor D4,B,,,Homo sapiens,9606.0,,,,,90,D,9,Expert,1,,CHEMBL872218,,BAO_0000357,,,CLD0
631608,51106,Inhibition of CDC25B,B,,,,,,,,,11565,H,8,Autocuration,1,,CHEMBL1106602,,BAO_0000357,,,CLD0
327031,30438,"Concentration in rat brain at 1 mg/kg, iv after 6 hrs",A,,,Rattus norvegicus,10116.0,Wistar Han,Brain,,,50597,N,1,Intermediate,1,,CHEMBL860718,,BAO_0000218,955.0,,CLD0
857414,65757,"Anticonvulsant activity in Swiss albino mouse assessed as protection against subcutaneous pentylenetetrazol-induced seizures at 370 umol/kg, ip administered 30 mins before pentylenetetrazole challenge measured after 30 mins",F,,,Mus musculus,10090.0,Swiss albino,,,,50594,N,1,Autocuration,1,420794,CHEMBL2166715,,BAO_0000218,,,CLD0
1348509,83140,Agonist activity at CCR5 (unknown origin) expressed in human MOLT4 cells assessed as stimulation of calcium mobilization up to 30 uM after 15 mins by spectrophotometric analysis,F,,,Homo sapiens,9606.0,,,MOLT-4,,10580,D,9,Autocuration,1,675476,CHEMBL3267151,537.0,BAO_0000219,,,CLD0
164071,7262,Phentolamine dissociation constant was evaluated in rabbit ear artery; Not available,F,,,Oryctolagus cuniculus,9986.0,,,,,50592,N,1,Intermediate,1,,CHEMBL770189,,BAO_0000218,,,CLD0
646861,52157,Antimicrobial activity against Leishmania,F,,,Leishmania,5658.0,,,,,22221,N,1,Autocuration,1,,CHEMBL1217002,,BAO_0000019,,,CLD0
859610,65813,Binding affinity to DHFR at 48 mM by [1H]NMR spectroscopy,B,,,,,,,,,6,H,8,Autocuration,1,480170,CHEMBL2168653,,BAO_0000357,,,CLD0
1333573,82158,"Toxicity in ICR swiss mouse allografted with mouse Ehrlich carcinoma ascites assessed as change in body weight at 100 mg/kg, ip administered qd for 9 days beginning 24 hrs after tumor implantation",A,,,Mus musculus,10090.0,ICR swiss,,,,50594,N,1,Autocuration,1,656634,CHEMBL3232580,,BAO_0000218,,,CLD0
1481281,92154,Ratio of Ki for CYP3A4.7 (unknown origin) to Ki for CYP3A4.1 (unknown origin),A,,,Homo sapiens,9606.0,,,,,22224,U,0,Autocuration,1,650771,CHEMBL3539575,,BAO_0000019,,,CLD0
1555745,98324,Induction of apoptosis in human MDA-MB-231 cells assessed as early apoptotic cells at 1 uM after 24 hrs by Annexin V-FITC/PI dual staining based flow cytometry (Rvb = 0.3%),F,,,Homo sapiens,9606.0,,,MDA-MB-231,,81252,N,1,Autocuration,1,803903,CHEMBL3766356,325.0,BAO_0000219,,,CLD0
613684,49715,Inhibition of VEGFR2 in HUE cells assessed as inhibition of VEGF-induced autophosphorylation treated for 90 mins before VEGF challenge by ELISA,B,,,Homo sapiens,9606.0,,,HUE,,10980,D,9,Autocuration,1,,CHEMBL1070927,,BAO_0000219,,,CLD0
438394,35987,"Biodistribution in skeletal muscle of 9L-glioma bearing rat at 1 to 3 mCi, iv after 5 mins",A,In vivo,,Rattus norvegicus,10116.0,,Muscle tissue,,,22224,U,0,Autocuration,1,,CHEMBL887495,,BAO_0000218,2385.0,,CLD0
726051,55570,Antibacterial activity against 10'7 CFU/ml wild-type Listeria monocytogenes EGD-e Serovar 1/2a at 1 ug after 16 hrs by disk diffusion assay,F,,,Listeria monocytogenes EGD-e,169963.0,Serovar 1/2a,,,,50295,N,1,Autocuration,1,,CHEMBL1678647,,BAO_0000218,,,CLD0
1355004,83493,Hypolipidemic activity in Wistar rat assessed as reduction in plasma triglyceride level at 312 umol/kg/day administered through diet for 10 days,F,,,Rattus norvegicus,10116.0,Wistar,Plasma,,,50597,N,1,Autocuration,1,672741,CHEMBL3280174,,BAO_0000218,1969.0,,CLD0
905802,69649,Termiticidal activity against Coptotermes formosanus placed on 0.05 % wt/wt compound treated filter paper assessed as termite mortality measured 17 days post compound exposure,F,,,Coptotermes formosanus,36987.0,,,,,101742,N,1,Autocuration,1,514393,CHEMBL3053096,,BAO_0000218,,,CLD0
166621,7666,Distribution (percent dose/g of tissue) of radioactivity 24 hr after intravenous administration of [125I]-labeled compound in rat adrenal cortex,A,,,Rattus norvegicus,10116.0,,Adrenal cortex,,,50597,N,1,Intermediate,1,,CHEMBL773931,,BAO_0000218,1235.0,,CLD0
1454865,90575,Downregulation of cdc25c protein level in human HeLa cells at 25 uM after 24 hrs by Western blot analysis,F,,,Homo sapiens,9606.0,,,HeLa,,81247,N,1,Autocuration,1,701065,CHEMBL3363864,308.0,BAO_0000219,,,CLD0
1525275,93947,Inhibition of human recombinant GST-fused ALK5 expressed in Sf9 insect cells using casein as substrate by proprietary radioisotopic protein kinase assay,B,,,Homo sapiens,9606.0,,,Sf9,,13004,D,9,Autocuration,1,779011,CHEMBL3635884,1759.0,BAO_0000219,,,CLD0
755403,58134,Inhibition of human recombinant HDAC1 using fluor de Lys as substrate by fluorometric analysis,B,,,Homo sapiens,9606.0,,,,,12697,D,9,Autocuration,1,382682,CHEMBL1804719,,BAO_0000357,,,CLD0
900035,69058,Antifungal activity against Aspergillus niger at 100 ug/ml after 48 to 72 hr by agar diffusion cup-plate method,F,,,Aspergillus niger,5061.0,,,,,50275,N,1,Autocuration,1,506564,CHEMBL3061689,,BAO_0000218,,,CLD0
1519047,93548,Antibacterial activity against Micrococcus luteus ATCC 4698 by micro dilution checkerboard method in the presence of norfloxacin,F,,,Micrococcus luteus,1270.0,ATCC 4698,,,,50184,N,1,Autocuration,1,772186,CHEMBL3624002,,BAO_0000218,,,CLD0
1515078,93408,Drug metabolism assessed as compound decompostion after irradiation with visible light under oxygen-saturated environment in presence of rose bengal photosensitizer by LC/MS method,P,,,,,,,,,22229,U,0,Autocuration,1,768691,CHEMBL3614122,,BAO_0000100,,,CLD0
1489037,91985,Activity of CYP2C8 in human liver microsomes assessed as inhibition of montelukast-mediated N-desmethylimatinib formation at 0.1 uM after 5 mins by LC/MS analysis,A,,,Homo sapiens,9606.0,,Liver,,,10163,D,9,Autocuration,1,643192,CHEMBL3536386,,BAO_0000019,2107.0,,CLD0
311254,20456,Growth inhibition against OvarianOVCAR-3 cell line,F,,,Homo sapiens,9606.0,,,OVCAR-3,,80354,N,1,Intermediate,1,,CHEMBL836311,547.0,BAO_0000219,,,CLD0
664959,53110,Binding affinity to guinea pig histamine H4 receptor,B,,,Cavia porcellus,10141.0,,,,,103571,D,9,Autocuration,1,,CHEMBL1259916,,BAO_0000357,,,CLD0
168,14864,Inhibition of 1-lipoxygenase (LOX)in RBL cells,B,,,Rattus norvegicus,10116.0,,,RBL,,12166,D,9,Expert,1,,CHEMBL615380,,BAO_0000219,,,CLD0
314586,21712,Inhibition of adenocarcinoma TS/A cell growth by the compound (1 uM) in combination with Me2phen at 1 uM after 24 h,F,,,Mus musculus,10090.0,,,TS/A,,80554,N,1,Intermediate,1,,CHEMBL837828,769.0,BAO_0000219,,,CLD0
634531,51347,"Apparent volume of distribution with respect to the bioavailability in Wistar rat at 10 mg/kg, po after 24 hrs by LC/MS/MS analysis",A,In vivo,,Rattus norvegicus,10116.0,Wistar,,,,50597,N,1,Autocuration,1,,CHEMBL1120433,,BAO_0000218,,,CLD0
793904,60408,Inhibition of IRAK4,B,,,,,,,,,19639,H,8,Autocuration,1,419597,CHEMBL1932877,,BAO_0000357,,,CLD0
588076,48429,Inhibition of VIM2 in imipenem-resistant Escherichia coli BL21(DE3) assessed as potentiation of imipenem-induced bactericidal activity at 4.5 ug/mL after 18 hrs by checkerboard microdilution method,B,,,Escherichia coli BL21(DE3),469008.0,,,,,22226,U,0,Autocuration,1,,CHEMBL1041328,,BAO_0000019,,,CLD0
802351,61078,Displacement of [3H]-Kainate from wild type rat GluK3 receptor transfected in human HEK293 cells at 1 mM by immunoblot analysis,B,,,Rattus norvegicus,10116.0,,,HEK293,,12900,D,9,Autocuration,1,430688,CHEMBL1954495,722.0,BAO_0000219,,,CLD0
341142,30903,Distribution in lung of Walker256 tumor bearing Sprague-Dawley rat 24 hrs post dose iv,A,,,Rattus norvegicus,10116.0,Sprague-Dawley,Lung,,,50597,N,1,Intermediate,1,,CHEMBL865614,,BAO_0000218,2048.0,,CLD0
24366,17292,Half-life in 4% cornea homogenate at 37 C (n = 3),A,,,,,,Cornea,,,22224,U,0,Autocuration,1,,CHEMBL635013,,BAO_0000221,964.0,,CLD0
971834,74192,Antidiabetic activity in sc dosed obese human assessed as body weight loss measured after 4 weeks relative to placebo,F,,,Homo sapiens,9606.0,,,,,50587,N,1,Autocuration,1,580186,CHEMBL2404956,,BAO_0000218,,,CLD0
341857,30913,Efficacy against recombinant human GABA-Aalpha1 plus beta-3-gamma-2 expressed in L(tk-) cells by whole cell patch clamp method,F,In vitro,,Homo sapiens,9606.0,,,,,104703,D,7,Autocuration,1,,CHEMBL870714,,BAO_0000219,,,CLD0
189045,8114,Percent unchanged DMBA-induced mammary carcinoma tumors in rats at 5.1 mg dose,F,,,Rattus norvegicus,10116.0,,,,,50597,N,1,Expert,1,,CHEMBL791549,,BAO_0000218,,,CLD0
575424,47432,Toxicity in human assessed as changes in hematology at 50 to 400 mg after sequential repeated administration for 8 days,A,,,Homo sapiens,9606.0,,,,,50587,N,1,Autocuration,1,,CHEMBL1028765,,BAO_0000218,,,CLD0
13980,11510,Mean potassium excretion in rats when compound administered at 80 mg/kg po and vehicle dosed at 315.88 umol/kg,A,,,Rattus norvegicus,10116.0,,,,,50597,N,1,Intermediate,1,,CHEMBL627612,,BAO_0000218,,,CLD0
1342568,82580,"Antitumor activity against mouse P388 cells allografted in mouse at 6 mg/kg, ip",F,,,Mus musculus,10090.0,,,P388,,80362,N,1,Autocuration,1,667628,CHEMBL3254163,549.0,BAO_0000218,,,CLD0
232605,17502,Therapeutic index was expressed as ratio of LD50 for KB cell line to IC50 against Plasmodium falciparum,A,,,,,,,KB ,,22224,U,0,Expert,1,,CHEMBL881256,324.0,BAO_0000219,,,CLD0
1284740,76553,Stability of the compound in phosphate buffer saline assessed as compound remaining at pH 7.4 after 120 mins by LC-MS/MS analysis,P,,,,,,,,,22229,U,0,Autocuration,1,615245,CHEMBL3107549,,BAO_0000100,,,CLD0
674548,53513,Binding affinity to PDGFRbeta,B,,,,,,,,,197,H,8,Autocuration,1,,CHEMBL1274459,,BAO_0000357,,,CLD0
149684,9424,Antileukemic activity against P-388 in mice at a dose of 70 mg/kg administered intraperitoneally after 5 day treatment,F,,,Mus musculus,10090.0,,,P388,,80362,N,1,Intermediate,1,,CHEMBL754212,549.0,BAO_0000218,,,CLD0
672939,53336,"Antimicrobial activity against H274Y mutant oseltamivir-resistant influenza A virus (A/Yokohama/67/2006 (H1N1)) clone 11 infected in BALB/c mouse assessed as reduction in viral titer in lung at 0.080 mg/kg, itn administered 13 hrs post infection measured after 37 hrs post infection",F,,,Influenza A virus,11320.0,(A/Yokohama/67/2006 (H1N1)) clone 11,,,,50652,N,1,Autocuration,1,,CHEMBL1268025,,BAO_0000218,,,CLD0
674324,53504,"Selectivity index, ratio of CC50 for normal cells to CC50 for human HSC4 cells",F,,,Homo sapiens,9606.0,,,HSC-4,,103284,N,1,Autocuration,1,,CHEMBL1274524,1394.0,BAO_0000219,,,CLD0
191812,8047,Tested for peak serum concentration in rat 6,F,,,Rattus norvegicus,10116.0,,,,,50597,N,1,Intermediate,1,,CHEMBL800571,,BAO_0000218,,,CLD0
872858,66522,Binding affinity to c-Myc quadruplex DNA in human A549 cells assessed as downregulation of c-Myc mRNA expression after 24 hrs by semi-quantitative RT-PCR analysis,B,,,Homo sapiens,9606.0,,,A549,,22222,M,3,Autocuration,1,493144,CHEMBL2186967,646.0,BAO_0000219,,,CLD0
930286,71589,Cytotoxicity against Homo sapiens (human) A549 cells after 48 hr by SRB assay,F,,,Homo sapiens,9606.0,,,A549,,80682,N,1,Autocuration,1,539931,CHEMBL3072593,646.0,BAO_0000219,,,CLD0
341236,30903,Biodistribution in prostate of SCID mice bearing human PC3 xenograft after 8 days,A,In vivo,,Homo sapiens,9606.0,,Prostate gland,PC-3,,50594,N,1,Intermediate,1,,CHEMBL868439,555.0,BAO_0000218,2367.0,,CLD0
1337015,82309,Ratio of 7-deazaxanthine IC50 to compound IC50 for human recombinant thymidine phosphorylase,B,,,Homo sapiens,9606.0,,,,,11723,D,9,Autocuration,1,662217,CHEMBL3242473,,BAO_0000357,,,CLD0
424421,34907,"Epileptogenic activity in mouse, icv",F,,,Mus musculus,10090.0,,,,,50594,N,1,Intermediate,1,,CHEMBL910699,,BAO_0000218,,,CLD0
1294269,77246,Agonist activity at human CB2 receptor,B,,,Homo sapiens,9606.0,,,,,259,D,9,Autocuration,1,628317,CHEMBL3128911,,BAO_0000357,,,CLD0
452529,37274,Inhibition of rat thrombin,B,,,Rattus norvegicus,10116.0,,,,,10747,D,9,Intermediate,1,,CHEMBL901753,,BAO_0000357,,,CLD0
786710,60239,Inhibition of Abl1,B,,,,,,,,,8,H,8,Autocuration,1,410277,CHEMBL1921563,,BAO_0000357,,,CLD0
1539811,97372,"Cmax in BALB/c nu mouse at 50 mg/kg, po by LC-MS/MS analysis",A,,,Mus musculus,10090.0,BALB/c,,,,50594,N,1,Autocuration,1,783921,CHEMBL3736949,,BAO_0000218,,,CLD0
141134,1765,Binding affinity towards human NMT with respect to the peptide substrate GNAASARR-NH 2,B,,,,,,,,,12855,H,8,Autocuration,1,,CHEMBL747289,,BAO_0000357,,,CLD0
164372,15725,Tested for ex vivo distribution in cornea after topical administration in albino rabbits (Ocular tissue concentration after 2 hr),F,,,Oryctolagus cuniculus,9986.0,,Cornea,,,50592,N,1,Intermediate,1,,CHEMBL771598,,BAO_0000218,964.0,,CLD0
812446,61506,Inhibition of human Erg expressed in HEK293 cells up to 30 uM by patch clamp assay,B,,,Homo sapiens,9606.0,,,HEK293,,165,D,9,Autocuration,1,440368,CHEMBL2014232,722.0,BAO_0000219,,,CLD0
615600,50393,Inhibition of Aurora A kinase,B,,,,,,,,,20014,H,8,Autocuration,1,,CHEMBL1103325,,BAO_0000357,,,CLD0
1470756,91521,Inhibition of XIAP BIR2-3 (125 to 356 residues) C202A/C213G mutant (unknown origin) fluoresceinated dimeric SMAC peptide based fluorescence polarization assay,B,,,Homo sapiens,9606.0,,,,,100988,D,9,Autocuration,1,738520,CHEMBL3420985,,BAO_0000357,,,CLD0
715726,55251,Cytotoxicity against human PAXF 1657L cells at 0.01 ug/ml relative to control,F,,,Homo sapiens,9606.0,,,PAXF 1657L,,22221,N,1,Autocuration,1,,CHEMBL1663734,,BAO_0000219,,,CLD0
474816,39210,Inhibition of human VEGFR3,B,,,Homo sapiens,9606.0,,,,,11752,D,9,Autocuration,1,,CHEMBL950233,,BAO_0000357,,,CLD0
227326,9204,IC50 ratio of the compound (MVD/GPI),B,,,,,,,,,22226,U,0,Autocuration,1,,CHEMBL884662,,BAO_0000019,,,CLD0
435202,35688,Stimulation of [3H]MK-801 binding to rat brain NMDA receptor,B,,,Rattus norvegicus,10116.0,,,,,104302,D,5,Autocuration,1,,CHEMBL904586,,BAO_0000019,,,CLD0
667223,53221,"Toxicity in mdr1a/1b double knockout mouse at 1 mg/kg, po",A,,,Mus musculus,10090.0,,,,,50594,N,1,Autocuration,1,,CHEMBL1263460,,BAO_0000218,,,CLD0
965302,73872,Displacement of [125I]Triiodothyronine from thyroid hormone receptor in Wistar rat liver after 18 hrs,B,,,Rattus norvegicus,10116.0,Wistar,,,,22226,U,0,Autocuration,1,563745,CHEMBL2394334,,BAO_0000019,,,CLD0
661324,52831,Inhibition of TOR signaling in wild-type Saccharomyces cerevisiae transformed with overexpression plasmids assessed as decreased HSD1 gene expression by microarray,B,,,Saccharomyces cerevisiae,4932.0,,,,,22228,M,3,Autocuration,1,,CHEMBL1252727,,BAO_0000019,,,CLD0
